token,pos
катализирующих,PRTF
его,NPRO
ферментов,NOUN
",",X
включая,PREP
витамин,NOUN
b3,X
(,X
никотиновая,ADJF
кислота,NOUN
),X
",",X
b6,X
",",X
c,X
",",X
биотин,NOUN
",",X
цинк,NOUN
и,CONJ
магний,NOUN
.,X
вызвать,INFN
её,NPRO
можно,PRED
с,PREP
помощью,NOUN
php3_ini,X
.,X
directive,X
.,X
вот,PRCL
пример,NOUN
двойной,ADJF
суммы,NOUN
из,PREP
девяти,NUMR
членов,NOUN
",",X
управляемой,ADJF
двумя,NUMR
индексами,NOUN
j,X
и,CONJ
к,PREP
:,X
обычно,ADVB
правление,NOUN
бывает,VERB
из,PREP
девяти,NUMR
членов,NOUN
.,X
-,X
я,NPRO
пришла,VERB
за,PREP
своими,ADJF
документами,NOUN
",",X
товарищ,NOUN
начальник,NOUN
",",X
-,X
сказала,VERB
ефимова,NOUN
",",X
отстраняясь,GRND
от,PREP
него,NPRO
.,X
а,CONJ
кругом,ADVB
--,X
в,PREP
пиццерии,NOUN
--,X
ели,VERB
и,CONJ
жрали,VERB
толпы,NOUN
людей,NOUN
--,X
стоя,ADVB
",",X
сидя,ADVB
",",X
посреди,PREP
узкого,ADJF
прохода,NOUN
.,X
и,CONJ
наконец,ADVB
",",X
он,NPRO
жалел,VERB
свой,ADJF
потерянный,ADJF
ум,NOUN
",",X
который,ADJF
--,X
после,PREP
смерти,NOUN
--,X
уже,ADVB
не,PRCL
сможет,VERB
ни,PRCL
о,PREP
чем,CONJ
думать,INFN
.,X
либо,CONJ
об,PREP
акулах,NOUN
",",X
что,CONJ
кому,NPRO
понятней,COMP
.,X
вода,NOUN
в,PREP
банке,NOUN
начала,NOUN
нагреваться,INFN
.,X
светлана,NOUN
багатурия,NOUN
подпёрла,VERB
кулачком,NOUN
подбородок,NOUN
и,CONJ
даже,PRCL
рот,NOUN
открыла,VERB
от,PREP
проникновения,NOUN
.,X
а,CONJ
что,CONJ
дальше,COMP
?,X
но,CONJ
начлага,NOUN
опять,ADVB
и,CONJ
опять,ADVB
не,PRCL
мог,VERB
.,X
а,CONJ
директор,NOUN
посмеивался,VERB
.,X
бывают,VERB
же,PRCL
ужасы,NOUN
.,X
.,X
.,X
у,PREP
меня,NPRO
есть,INFN
такой,ADJF
вопрос,NOUN
:,X
платят,VERB
ли,CONJ
в,PREP
июле-августе,NOUN
стипендию,NOUN
?,X
а,CONJ
это,PRCL
ссылка,NOUN
на,PREP
предварительные,ADJF
итоги,NOUN
по,PREP
каждой,ADJF
позиции,NOUN
",",X
кто,NPRO
скока,NOUN
голосов,NOUN
набрал,VERB
к,PREP
этому,ADJF
моменту,NOUN
.,X
http,X
:,X
/,X
/,X
www,X
.,X
nba,X
.,X
com,X
/,X
news,X
/,X
allstar_031211,X
.,X
html,X
кириленко,NOUN
--,X
в,PREP
основу,NOUN
!,X
давайте-ка,VERB
поразмыслим,VERB
.,X
.,X
.,X
ну,PRCL
я,NPRO
бы,PRCL
не,PRCL
сказал,VERB
что,CONJ
всё,PRCL
таки,PRCL
уровень,NOUN
падает,VERB
.,X
.,X
.,X
.,X
как,CONJ
это,PRCL
петрович,NOUN
собирается,VERB
строить,INFN
игру,NOUN
команды,NOUN
вокруг,PREP
неиграющего,ADJF
ковенаги,ADJS
?,X
созданная,PRTF
в,PREP
процессе,NOUN
диверсификации,NOUN
бизнеса,NOUN
"""",X
прософт,NOUN
"""",X
",",X
эта,ADJF
компания,NOUN
занимается,VERB
разработкой,NOUN
и,CONJ
производством,NOUN
одноплатных,ADJF
компьютеров,NOUN
и,CONJ
других,ADJF
электронных,ADJF
блоков,NOUN
",",X
а,CONJ
также,PRCL
разработкой,NOUN
и,CONJ
изготовлением,NOUN
по,PREP
контракту,NOUN
электронного,ADJF
оборудования,NOUN
для,PREP
систем,NOUN
промышленной,ADJF
автоматизации,NOUN
(,X
доходы,NOUN
от,PREP
этих,ADJF
видов,NOUN
деятельности,NOUN
приблизительно,ADVB
одинаковы,ADJS
),X
.,X
по,PREP
словам,NOUN
девида,NOUN
ги,X
",",X
вице-президента,NOUN
hp,X
software,X
по,PREP
маркетингу,NOUN
",",X
новое,ADJF
подразделение,NOUN
",",X
получившее,PRTF
название,NOUN
business,X
information,X
optimization,X
(,X
bio,X
),X
",",X
будет,VERB
состоять,INFN
из,PREP
двух,NUMR
групп,NOUN
.,X
основной,ADJF
продукт,NOUN
компании-разработчика,NOUN
антивирусного,ADJF
по,PREP
eset,X
-,X
eset,X
nod32,X
закуплен,PRTS
для,PREP
парламента,NOUN
республики,NOUN
узбекистан,NOUN
(,X
олий,NOUN
мажлис,NOUN
),X
.,X
ещё,ADVB
один,ADJF
проект,NOUN
",",X
который,ADJF
мне,NPRO
очень,ADVB
импонирует,VERB
-,X
это,PRCL
наше,ADJF
сотрудничество,NOUN
со,PREP
школой,NOUN
изящных,ADJF
искусств,NOUN
фаберже,NOUN
:,X
для,PREP
абитуриентов,NOUN
",",X
которые,ADJF
в,PREP
будущем,NOUN
создадут,VERB
свой,ADJF
бизнес,NOUN
",",X
став,GRND
ювелирами,NOUN
",",X
дизайнерами,NOUN
одежды,NOUN
",",X
художниками,NOUN
",",X
мы,NPRO
также,PRCL
основали,VERB
компьютерный,ADJF
класс,NOUN
",",X
где,ADVB
они,NPRO
изучают,VERB
",",X
чем,CONJ
им,NPRO
могут,VERB
быть,INFN
полезны,ADJS
информационные,ADJF
технологии,NOUN
.,X
асу,NOUN
госзакупками,NOUN
региона,NOUN
разработана,PRTS
на,PREP
основе,NOUN
электронного,ADJF
решения,NOUN
компании,NOUN
"""",X
норбит,NOUN
"""",X
-,X
"""",X
госзаказ,NOUN
"""",X
v,X
.,X
3,X
.,X
0,X
и,CONJ
функционально,ADVB
охватывает,VERB
комплексное,ADJF
управление,NOUN
процессом,NOUN
размещения,NOUN
государственных,ADJF
заказов,NOUN
.,X
компания,NOUN
"""",X
айти,INFN
"""",X
по,PREP
запросу,NOUN
руководства,NOUN
волгу,NOUN
предоставила,VERB
университету,NOUN
полнофункциональную,ADJF
версию,NOUN
системы,NOUN
"""",X
босс-референт,NOUN
"""",X
.,X
эцп,X
тормозит,VERB
эдо,X
резюмируя,GRND
обсуждения,NOUN
в,PREP
данной,PRTF
секции,NOUN
",",X
можно,PRED
сказать,INFN
",",X
что,CONJ
новых,ADJF
проблем,NOUN
за,PREP
последний,ADJF
год,NOUN
не,PRCL
появилось,VERB
",",X
старые,ADJF
же,PRCL
",",X
например,CONJ
",",X
несовершенство,NOUN
нормативной,ADJF
базы,NOUN
",",X
определяющей,PRTF
функционирование,NOUN
удостоверяющих,PRTF
центров,NOUN
",",X
решаются,VERB
чрезвычайно,ADVB
медленно,ADVB
.,X
вечные,ADJF
барьеры,NOUN
наиболее,ADVB
заметный,ADJF
прогресс,NOUN
наблюдается,VERB
там,ADVB
",",X
где,ADVB
бизнес,NOUN
может,VERB
что-то,ADVB
сделать,INFN
самостоятельно,ADVB
-,X
эта,ADJF
мысль,NOUN
",",X
мимоходом,ADVB
прозвучавшая,PRTF
в,PREP
выступлении,NOUN
одного,ADJF
из,PREP
докладчиков,NOUN
",",X
ясно,ADVB
характеризует,VERB
отношение,NOUN
бизнеса,NOUN
к,PREP
работе,NOUN
в,PREP
госсекторе,NOUN
.,X
в,PREP
операции,NOUN
задействовано,PRTS
80,X
автомашин,NOUN
и,CONJ
бронетранспортёров,NOUN
",",X
8,X
вертолётов,NOUN
",",X
а,CONJ
также,PRCL
артиллерия,NOUN
и,CONJ
танки,NOUN
.,X
несмотря,PREP
на,PREP
прибытие,NOUN
в,PREP
на,PREP
место,NOUN
инцидента,NOUN
специалистов,NOUN
из,PREP
бангкока,NOUN
",",X
лайнер,NOUN
пока,ADVB
не,PRCL
удалось,VERB
вытащить,INFN
из,PREP
глины,NOUN
",",X
что,CONJ
не,PRCL
позволяет,VERB
возобновить,INFN
работу,NOUN
аэропорта,NOUN
.,X
так,CONJ
",",X
оказалось,VERB
полностью,ADVB
отрезанным,PRTF
от,PREP
внешнего,ADJF
мира,NOUN
местечко,NOUN
кирхомфельд,NOUN
.,X
благодаря,PREP
личности,NOUN
основателя,NOUN
",",X
монастырь,NOUN
скоро,ADVB
приобрёл,VERB
большую,ADJF
славу,NOUN
и,CONJ
стал,VERB
играть,INFN
роль,NOUN
в,PREP
княжеских,ADJF
отношениях,NOUN
.,X
по,PREP
его,NPRO
мнению,NOUN
",",X
необходимо,PRED
усилить,INFN
координацию,NOUN
между,PREP
другими,ADJF
министерствами,NOUN
и,CONJ
ведомствами,NOUN
",",X
в,PREP
частности,NOUN
",",X
мвд,NOUN
",",X
минобороны,NOUN
и,CONJ
минздрава,NOUN
с,PREP
мчс,NOUN
и,CONJ
региональными,ADJF
властями,NOUN
.,X
жители,NOUN
посёлка,NOUN
невская,NOUN
дубровка,NOUN
могут,VERB
остаться,INFN
без,PREP
света,NOUN
из-за,PREP
того,ADJF
",",X
что,CONJ
администрация,NOUN
всеволжского,ADJF
района,NOUN
ленинградской,ADJF
области,NOUN
задерживает,VERB
выплату,NOUN
долга,NOUN
за,PREP
электроэнергию,NOUN
ао,NOUN
"""",X
ленэнерго,NOUN
"""",X
.,X
в,PREP
посёлке,NOUN
видяево,NOUN
/,X
мурманская,ADJF
область,NOUN
/,X
",",X
откуда,ADVB
два,NUMR
года,NOUN
назад,ADVB
в,PREP
последний,ADJF
поход,NOUN
ушёл,VERB
"""",X
курск,NOUN
"""",X
",",X
был,VERB
открыт,PRTS
мемориал,NOUN
морякам-подводникам,NOUN
",",X
погибшим,ADJF
в,PREP
океане,NOUN
.,X
руководство,NOUN
газового,ADJF
концерна,NOUN
заявило,VERB
",",X
что,CONJ
в,PREP
результате,NOUN
планируемой,PRTF
допэмиссии,NOUN
акций,NOUN
"""",X
сибура,NOUN
"""",X
был,VERB
размыт,ADJS
пакет,NOUN
акций,NOUN
"""",X
газпрома,NOUN
"""",X
.,X
женщина,NOUN
необыкновенной,ADJF
красоты,NOUN
",",X
талантливая,ADJF
актриса,NOUN
и,CONJ
педагог,NOUN
она,NPRO
занимает,VERB
достойное,ADJF
место,NOUN
в,PREP
прославленной,PRTF
галерее,NOUN
портретов,NOUN
",",X
где,ADVB
пляшет,VERB
сверкающая,PRTF
золушка,NOUN
любови,NOUN
орловой,NOUN
",",X
где,ADVB
поют,VERB
наивные,ADJF
марьяны,NOUN
и,CONJ
глаши,NOUN
марины,NOUN
ладыниной,NOUN
",",X
где,ADVB
страдает,VERB
великая,ADJF
вера,NOUN
марецкая,NOUN
.,X
между,PREP
тем,CONJ
в,PREP
этом,NPRO
же,PRCL
районе,NOUN
"""",X
всплыла,VERB
"""",X
ещё,ADVB
одна,ADJF
поддельная,ADJF
пятисотрублёвка,NOUN
.,X
в,PREP
минувший,ADJF
четверг,NOUN
суд,NOUN
по,PREP
ходатайству,NOUN
защиты,NOUN
изменил,VERB
меру,NOUN
пресечения,NOUN
другому,ADJF
обвиняемому,PRTF
по,PREP
этому,ADJF
делу,NOUN
-,X
бывшему,ADJF
вице-президенту,NOUN
компании,NOUN
евгению,NOUN
кощицу,NOUN
.,X
санитарной,ADJF
обработке,NOUN
будут,VERB
подвергнуты,PRTS
территории,NOUN
двенадцати,NUMR
баз,NOUN
отдыха,NOUN
",",X
расположенных,PRTF
в,PREP
районе,NOUN
посёлка,NOUN
.,X
в,PREP
то,CONJ
же,PRCL
время,NOUN
санитарно-эпидемиологическая,ADJF
служба,NOUN
краснодарского,ADJF
края,NOUN
настаивает,VERB
на,PREP
закрытии,NOUN
оздоровительных,ADJF
лагерей,NOUN
в,PREP
посёлках,NOUN
южная,ADJF
озереевка,NOUN
и,CONJ
широкая,ADJF
балка,NOUN
",",X
где,ADVB
в,PREP
настоящее,ADJF
время,NOUN
находятся,VERB
1,X
тыс,NOUN
470,X
детей,NOUN
",",X
прибывших,PRTF
на,PREP
отдых,NOUN
.,X
в,PREP
июле,NOUN
на,PREP
автодорогах,NOUN
франции,NOUN
погибло,VERB
665,X
человек,NOUN
.,X
при,PREP
нападении,NOUN
на,PREP
ювелирный,ADJF
магазин,NOUN
из,PREP
пистолета,NOUN
был,VERB
тяжело,ADVB
ранен,PRTS
охранник,NOUN
",",X
а,CONJ
при,PREP
ограблении,NOUN
магазина,NOUN
компьютерной,ADJF
техники,NOUN
-,X
двое,NUMR
контролеров-администраторов,NOUN
.,X
спецпредставитель,NOUN
мид,NOUN
рф,NOUN
считает,VERB
",",X
что,CONJ
",",X
нагнетая,GRND
атмосферу,NOUN
конфронтации,NOUN
",",X
тбилиси,NOUN
абхазию,NOUN
не,PRCL
вернёт,VERB
2002,X
/,X
08,X
/,X
12,X
/,X
если,CONJ
тбилиси,NOUN
будет,VERB
нагнетать,INFN
атмосферу,NOUN
конфронтации,NOUN
",",X
"""",X
то,CONJ
совершенно,ADVB
ясно,ADVB
",",X
что,CONJ
таким,ADJF
методом,NOUN
абхазию,NOUN
грузии,NOUN
не,PRCL
вернуть,INFN
"""",X
.,X
а,CONJ
7,X
апреля,NOUN
началась,VERB
серия,NOUN
диверсионно-террористических,ADJF
актов,NOUN
со,PREP
стороны,NOUN
групп,NOUN
",",X
приходивших,PRTF
с,PREP
территории,NOUN
грузии,NOUN
.,X
компания,NOUN
"""",X
сибнефть,NOUN
"""",X
",",X
получив,GRND
37-процентный,ADJF
пакет,NOUN
акций,NOUN
завода,NOUN
",",X
стремится,VERB
"""",X
влиять,INFN
на,PREP
ситуацию,NOUN
на,PREP
рынке,NOUN
москвы,NOUN
"""",X
.,X
как,CONJ
сообщили,VERB
риа,NOUN
"""",X
новости,NOUN
"""",X
в,PREP
понедельник,NOUN
в,PREP
суде,NOUN
",",X
19-летние,ADJF
подсудимые,NOUN
из,PREP
города,NOUN
долгопрудный,NOUN
были,VERB
признаны,PRTS
виновными,ADJF
в,PREP
"""",X
бандитизме,NOUN
"""",X
/,X
ст,NOUN
209,X
ук,NOUN
рф,NOUN
),X
/,X
и,CONJ
"""",X
разбое,NOUN
"""",X
/,X
ст,NOUN
.,X
162,X
ук,NOUN
рф,NOUN
/,X
.,X
в,PREP
экономической,ADJF
столице,NOUN
танзании,NOUN
дар-эс-саламе,NOUN
начались,VERB
переговоры,NOUN
между,PREP
правительством,NOUN
бурунди,NOUN
и,CONJ
представителями,NOUN
самой,ADJF
значительной,ADJF
организации,NOUN
вооружённой,ADJF
оппозиции,NOUN
-,X
сил,NOUN
в,PREP
защиту,NOUN
демократии,NOUN
(,X
фдд,X
),X
.,X
как,CONJ
передаёт,VERB
корреспондент,NOUN
риа,NOUN
"""",X
новости,NOUN
"""",X
",",X
открывая,GRND
сегодняшнюю,ADJF
встречу,NOUN
",",X
президент,NOUN
танзании,NOUN
бенджамин,NOUN
мкапа,NOUN
призвал,VERB
её,NPRO
участников,NOUN
в,PREP
качестве,NOUN
"""",X
жеста,NOUN
доброй,ADJF
воли,NOUN
и,CONJ
доказательства,NOUN
приверженности,NOUN
обеих,NUMR
сторон,NOUN
миротворческому,ADJF
процессу,NOUN
"""",X
объявить,INFN
мораторий,NOUN
на,PREP
военные,NOUN
действия,NOUN
на,PREP
весь,ADJF
срок,NOUN
переговоров,NOUN
.,X
российскую,ADJF
делегацию,NOUN
возглавляет,VERB
заместитель,NOUN
научно-технической,ADJF
комиссии,NOUN
мак,NOUN
сергей,NOUN
зайко,X
.,X
об,PREP
этом,NPRO
корреспонденту,NOUN
риа,NOUN
"""",X
новости,NOUN
"""",X
сообщил,VERB
пресс-секретарь,NOUN
межгосударственного,ADJF
авиационного,ADJF
комитета,NOUN
/,X
мак,NOUN
/,X
олег,NOUN
ермолов,NOUN
.,X
>,X
российские,ADJF
специалисты,NOUN
проведут,VERB
исследования,NOUN
в,PREP
сша,NOUN
бортовой,ADJF
системы,NOUN
"""",X
текас,NOUN
"""",X
",",X
устанавливаемой,PRTF
на,PREP
самолётах,NOUN
"""",X
боинг,NOUN
"""",X
для,PREP
предотвращения,NOUN
столкновений,NOUN
в,PREP
воздухе,NOUN
и,CONJ
с,PREP
землёй,NOUN
.,X
вместе,ADVB
с,PREP
тем,CONJ
",",X
ермолов,NOUN
отметил,VERB
",",X
что,CONJ
работа,NOUN
германской,ADJF
комиссии,NOUN
по,PREP
расследованию,NOUN
причин,NOUN
этого,NPRO
авиапроисшествия,NOUN
ведётся,VERB
по,PREP
плану,NOUN
.,X
